addr:postcode,addr:street,addr:city
80123,Via Posillipo,Napoli
80123,Salita del Casale,Napoli
80147,Via Argine,Napoli
80147,Via Angelo Camillo De Meis,Napoli
80145,Via Antonio Labriola,Napoli
80145,Via Antonio Labriola,Napoli
80145,Via Antonio Labriola,Napoli
80145,Via Antonio Labriola,Napoli
80145,Via Antonio Labriola,Napoli
80146,Via Pietrarsa,Napoli
80139,Via Carriera Grande,
80139,Piazza Principe Umberto,Napoli
80139,Via Carriera Grande,Napoli
80125,Viale Maria Bakunin,Napoli
80142,Via Emanuele Gianturco,Napoli
80147,Via Ferrante Imparato,Napoli
80121,Via del Parco Margherita,Napoli
80121,Via del Parco Margherita,Napoli
80145,Via comunale del Principe,Napoli
80123,Via Alessandro Manzoni,Napoli
80147,Via Commissario Ammaturo,Napoli
80122,Corso Vittorio Emanuele,Napoli
80123,Via Posillipo,Napoli
80134,Via San Sebastiano,Napoli
80145,Via comunale del Principe,Napoli
80145,Cupa vecchia Napoli,Napoli
80145,Via comunale del Principe,Napoli
80145,Via Vecchia Napoli,Napoli
